landuse,lithology,DTM（DEM）,slope,curvature,aspect,NDVI,SPI,TWI,dis2road,dis2drainage,dis2catchment,dis2faults,InSAR_dv,X,Y,label
1,1,7,0.000001,0.000001,-1,1223,-5,6,22.47879077,1129.210268,7329.74876,638.0653309,-3.793196917,808667.875,830199.8125,0
2,3,92,25.6471653,21.21402931,356.9872131,4157,2.667503834,4.134891033,191.4229154,109.4108493,4195.052409,120.8957849,-2.945023537,811766.875,829652.6875,0
1,1,7,0.000001,0.000001,-1,2884,-5,6,2.379246965,636.7162704,2332.849678,113.3028864,0.96239996,841969.1875,831629.75,0
3,2,10,2.044043779,15.55928326,135,2060,1.643861175,8.309606552,33.78069509,179.6974469,3426.014096,142.5669727,0.023908062,817102.4375,833435.1875,0
3,2,23,0.000001,28.91670418,-1,3778,-5,6,19.23888665,113.8696481,945.3253708,615.1774058,0.453871369,827642.4375,833420.875,0
3,3,249,38.73041534,16.60725784,257.2756348,7039,1.388819814,1.830055952,34.96967966,27.78736797,21.60169266,1372.918415,-2.725016594,857651.4375,832094.75,1
1,1,18,7.332690716,13.47372437,11.30993176,1924,-0.787539601,3.313268185,17.11300204,438.9993274,1423.595033,297.6441796,0.38202697,819202.1875,833103.375,0
2,3,219,25.89303207,28.83873177,117.8972702,6961,0.886704504,2.332171202,17.85489005,64.50712678,1011.15484,1151.933276,0.000001,840773.75,840933.8125,1
2,3,173,38.30947876,40.75479889,333.4349365,6801,1.373742104,1.845133662,640.8477964,704.5489363,2541.057839,462.1701817,3.009966373,858135.625,832031.75,1
3,1,458,49.67844772,24.44994926,170.134201,6856,1.773477197,1.445398569,23.36168949,150.167124,68.02278704,141.5292925,0.000001,809281.9375,811274.75,1
3,3,56,32.43305206,11.23767662,276.8427734,7106,0.809409022,1.71631968,72.53125033,429.5057437,3879.931463,2236.601047,-1.346490979,804381.4375,812403.625,1
2,3,201,40.02931213,46.53240585,147.2647705,7503,1.088477373,1.437251329,15.7413781,141.8834391,235.9795146,772.4552241,0.000001,805397,808981.375,1
2,3,293,16.40004349,46.34115219,30.96375656,7101,1.484951735,3.931148767,23.72810601,287.5458189,6876.486991,1075.230565,0.000001,836897.125,844131.3125,0
2,2,39,30.48294067,46.67354584,59.03624344,6981,0.73293066,1.792798042,94.68083031,183.5128845,3740.41877,109.2655452,-3.241845131,819690,825885,1
2,2,7,40.62888718,71.89199066,208.0724945,6621,1.456261754,1.762614131,131.1681037,475.8486928,4144.228586,385.7812609,0.411628962,845337,818918,1
2,3,603,25.14648438,9.263036728,126.2538376,6534,0.506615281,2.019113302,48.4883014,179.5739329,44.0389104,581.8677672,0.000001,814463.6875,813023.5,0
1,1,30,5.763991356,25.71742821,90,3001,-0.683777452,3.902653217,59.80067726,748.7896098,180.7347843,311.6396199,1.283600926,824560.9375,829984.4375,0
1,3,23,6.439245701,46.78232574,26.56505013,7896,0.120992139,4.484178066,253.24637,485.3345639,117.5202248,683.3960262,0.000001,852341.875,832731.5625,0
1,3,214,38.16785812,28.49294853,275.5275269,7219,1.022084236,1.503644466,6.460162712,167.8499704,4670.70248,386.3241376,0.000001,813469.375,815207.4375,1
3,3,211,32.55561447,5.426395893,18.43494797,7639,4.379579544,5.277048111,122.4443891,129.9223757,3849.870834,200.1478967,0.000001,837663.5,832222.9375,0
2,3,46,10.11849689,19.11094284,81.86989594,7114,-0.113951646,3.332827568,0.000001,95.25416946,3706.171116,115.8479803,3.563401699,815982.6875,816673,0
2,3,245,37.55040359,38.54672623,293.1985779,7551,0.999843001,1.525885701,151.3222062,31.94910817,788.1616912,442.9452261,0.000001,838012.75,838094.5625,0
3,3,21,48.24295044,41.39588928,75.65066528,6617,1.722880721,1.495995164,147.1595798,13.7027997,3864.288552,295.3486778,-0.359091282,839455,842736,1
1,2,10,0.000001,4.172474384,-1,6642,-5,6,108.9322527,169.1622615,1372.75021,527.1137058,-0.450985998,822301,833284.3125,0
2,2,81,62.20417786,71.7273407,3.814074039,6735,2.249713659,0.969162047,397.7648715,764.9852696,3100.520604,749.8319927,-0.333044857,838251,815128,1
2,3,86,6.111206532,20.21757889,315,7736,3.181799889,7.650401115,26.87682313,166.2641086,695.5341491,272.7667207,0.000001,855332,831250,1
2,3,164,13.46369171,27.31524467,251.5650482,7933,2.318187475,5.177354336,104.2157722,15.7536439,94.98895195,435.4642117,0.000001,855619.9375,831146.8125,1
1,2,4,5.764729977,19.66746902,270,2249,-5,6,91.33735479,635.484577,604.690322,103.4858197,-0.837634444,822497.4375,836986.375,0
2,3,114,5.764501572,23.45687675,180,7669,1.262221813,5.848474503,354.9852967,511.4605106,961.499737,2686.496532,0.000001,850902.6875,834819.375,0
1,2,3,20.43453979,31.55257988,331.6992493,5754,0.622142553,2.596733332,21.36512606,9.579271135,1957.25216,561.7936881,-0.613993943,823747.4375,837781,0
2,3,227,37.37083435,46.54796982,172.4053497,7416,2.033071995,2.572098017,118.4801355,177.568806,2098.346327,120.4099014,-1.161699176,842856,829368,1
1,2,6,10.87964916,43.87866974,336.8014221,4209,-0.03977409,3.258649826,7.290095426,378.0188488,1080.236796,138.9859453,-0.545139492,822063.9375,834118.5625,0
1,3,45,0.000001,22.5932827,-1,7397,-7.957577229,15.06827354,76.34337657,226.6873803,36.04019317,1176.209933,0.92509073,827431.75,831403.1875,0
2,1,327,28.98747444,21.70996094,300.068573,4361,0.672315776,1.853412867,127.0327874,45.45942696,120.1006692,1679.327033,-3.49256134,818838.125,829392.3125,0
3,3,605,48.02286148,38.6660347,267.3974304,6740,1.715151906,1.50372386,106.4970136,683.1906081,204.1240855,271.4902412,0.000001,843949.5,830106.5625,1
3,2,8,5.764259338,30.19425011,90,4167,-5,6,15.72145463,37.27922487,481.0341834,947.814226,0.311856687,825103.4375,832527.0625,0
2,3,395,32.3096962,0.926199675,151.3895416,7321,2.760659456,3.677092314,69.23020559,112.2255727,1671.006686,1026.389191,0.000001,838383.375,840844.3125,1
3,3,155,21.51519775,25.36331177,320.1944275,7789,0.67858398,2.540291786,72.23326867,35.44730126,3975.417243,1123.138636,0.051327478,832916.1875,833870.0625,0
2,3,196,33.2730751,20.11955452,0.000001,5245,1.188155293,2.030720472,27.62301622,129.9588316,3172.554732,481.1845302,-3.279999971,833609,827477,1
2,3,19,53.33952713,22.62048912,185.3893127,5131,1.904743075,1.31413281,101.9908405,143.0223846,29.84884939,315.8864792,1.32027328,836856,825410,1
1,3,29,0.000001,21.90346718,-1,2551,-5,6,2.15082804,103.7949862,1915.096442,1392.412337,1.00871408,835865.75,821501.875,0
2,3,99,33.23103714,22.40383148,164.3577576,7425,2.285167694,3.130932808,32.48457585,123.7331486,30.93400451,1066.400416,0.000001,847238.3125,840241.25,1
2,3,56,35.51779175,40.88375473,8.130101204,0,1.272231698,1.946644187,284.8378402,1245.974024,1092.820647,346.0493584,0.078734785,837369.125,810656.875,0
3,1,340,9.069199562,29.15883636,198.4349518,7948,0.467642933,4.137527466,6.990053786,4.783154427,82.44479273,600.8143868,0.000001,826309.9375,827318,0
3,3,459,28.52921677,29.43759918,338.1985779,6286,0.65335238,1.872376323,228.8407792,298.3875929,499.575302,599.0641685,0.000001,813724.5625,813795.75,0
1,2,4,0.000001,0.000001,-1,1464,-5,6,156.3727097,842.90092,885.354456,27.94647495,0.000001,819873.25,836807.5625,0
3,3,54,39.48522949,6.904068947,332.650116,7387,1.41573596,1.803139806,11.081647,522.6525949,2889.222438,106.7888303,-9.121170998,801686.25,809343.25,1
2,3,78,32.75682449,26.33612251,318.1798401,6504,1.168433666,2.050442219,10.67622133,349.3532385,8.699902864,1164.634715,-6.123589993,858811.875,831033.5625,1
2,3,120,48.0263176,28.79790115,177.3974457,8095,1.715273261,1.503602624,46.45688288,60.46888725,432.3272748,414.6391195,-5.969563961,840792,827085,1
2,2,41,28.52717781,58.52916718,291.8014221,6246,0.999841154,2.219034672,83.66205052,825.6757139,6259.878801,2463.214147,-0.382524878,841715,818795,1
3,3,337,30.89276505,27.62052917,297.6459656,7599,1.09580195,2.123073816,453.1394944,814.2529777,3665.150068,406.2467412,0.000001,826723.875,836643.625,0
1,3,14,4.563108444,33.25238419,161.5650482,7262,-0.918667674,4.137543678,8.534553252,29.4967794,1761.709842,2435.258561,-1.40808785,836681.875,836039.0625,0
2,1,64,23.82017326,12.01770496,149.0362396,6366,0.791799903,2.427075863,136.7027645,119.9451511,3411.419872,156.1959407,3.397608757,817262.0625,815080.25,0
3,3,257,31.55121422,10.55702591,260.5376892,7110,3.173049688,4.148469448,12.23634109,65.60643286,1246.592614,82.47096711,1.418363452,830421.4375,832507.4375,0
2,2,99,50.9380455,45.04035568,145.0079803,7801,1.471641421,1.054087281,71.9076833,1070.797834,4402.436212,602.1717895,0.224090531,845627.75,821434.9375,1
1,1,6,2.043922663,23.89001656,225,1185,-5,6,29.36732797,631.321499,3173.534021,175.9344232,-0.614810765,838105.0625,820614.75,0
3,3,167,36.05432129,9.250962257,326.3099365,8119,0.945399106,1.580329537,403.1365439,383.8335165,614.3452958,357.4714022,0.000001,802487.8125,808144.4375,0
2,3,293,18.60768509,23.42798424,192.9946136,5558,1.213981986,3.391188145,73.61964977,513.870494,3343.850993,456.6233611,-5.782071114,813398.25,830789.3125,0
1,1,20,44.75771713,65.2479248,165.2564392,6104,1.600980401,1.617895365,0.576186336,1745.220268,4185.090578,3281.128388,-0.143755376,844896.5,819643.125,0
1,2,3,0.000001,0.000001,-1,1869,-7.600902557,15.42494869,76.06664976,942.0333478,366.494535,310.2805201,0.000001,820127.25,837357.9375,0
1,1,11,39.14264297,25,352.8749695,0,1.403537869,1.815338016,16.24879476,281.7572266,303.8316599,353.6012651,0.321276456,832281,807787,1
2,2,142,29.92161369,51.30931854,52.12501526,7404,0.71039623,1.815332413,60.09653437,122.879142,3024.204663,876.2929529,-0.866849661,828314,827279,1
3,3,360,10.11725807,46.63813782,98.13010406,8177,-0.114076667,3.332952499,131.1864464,395.6053393,408.0768989,835.6643852,0.000001,828372.5625,829095.75,0
2,2,87,47.34642792,46.22805405,342.4075623,7321,1.691435337,1.527440548,151.3667968,543.4816435,4037.697715,303.1274397,0.337203562,845115,822380,1
1,1,7,0.000001,0.000001,-1,853,-9.2103405,13.81551075,19.47799444,1240.635567,7287.676101,517.5263889,-0.258085579,811161.9375,820151.375,0
3,2,97,46.97105789,49.63439178,254.9816437,7290,1.331721425,1.194007277,79.55993895,555.5225359,3436.671053,372.3770765,-2.395468712,839212,822590,1
2,2,47,38.73167038,26.69363785,167.27565,6468,1.388864636,1.830011129,21.87587465,932.3850306,1185.904027,700.5717146,-1.142101526,822598,824928,1
1,2,45,0.000001,0.000001,-1,785,-5,6,1014.832964,1774.353995,4253.042909,411.318724,0.000001,854892.4375,826243.9375,0
1,2,24,0.000001,4.172632217,-1,2873,-5,6,27.01724049,128.1318962,1801.779886,110.1758285,0.308696002,827695.375,834320.5,0
2,3,150,0.000001,23.62825203,-1,7486,-5,6,57.38114277,8.10233416,4327.878552,346.3161209,-2.2906847,811459.25,828314.6875,0
2,3,88,40.80191422,23.36503792,322.1250305,6376,1.46236968,1.756506205,9.985630726,22.81776616,221.1577148,772.6481916,2.935315847,810392.125,814152.5,1
1,2,9,2.043936491,14.30879402,315,5599,0.473737419,7.139587402,7.598123404,1.392177595,1953.661564,162.4579685,-0.963477373,816883.25,830583.4375,0
1,1,5,0.000001,0.000001,-1,2756,-7.070274353,15.9555769,18.30813848,623.5667907,456.3802782,1178.597188,0.022967719,841426.4375,815757.6875,0
2,3,265,23.81857872,19.49141693,329.0362549,3751,0.791724622,2.427151203,2.788740919,583.2107805,2748.512331,196.0355923,8.229499817,813660.1875,830190.75,0
2,3,289,32.43260193,19.73188019,173.1572266,7229,1.155965209,2.062910557,580.9078382,220.5964982,9.424087795,1584.834751,0.000001,810783.125,811470,0
3,1,125,8.124837875,47.30755615,45,7593,0.356018335,4.249151707,7.912673955,377.142378,1815.010887,1999.021622,0.000001,849059.1875,834056.125,0
3,1,20,35.85292435,20.14569473,24.77514076,0,1.284577012,1.934298873,43.09145152,70.63903547,2738.169018,23.83093595,0.000001,802326.75,810599.5625,1
2,3,257,28.57997513,29.73772621,283.3924866,6426,1.002035975,2.21683979,259.0427661,62.13300274,2093.263964,1310.875996,0.000001,841154.625,840394.75,1
2,3,274,30.15561676,12.26202393,124.3803482,7248,1.06639421,2.152481556,159.6311676,713.1750928,2904.696935,455.0400608,0.000001,844821.4375,841084,1
2,3,342,25.89212227,47.08931351,188.9726257,7881,0.886664152,2.332211733,368.7405155,41.58644928,1389.678121,646.7757665,0.000001,838910.6875,838740.375,0
2,1,70,34.71957397,12.04940033,190.4914703,4688,0.896050096,1.629678607,201.065706,81.19818141,1203.376488,732.1882911,8.948549271,812139.875,829947.375,1
3,3,181,21.98804283,9.73237896,0.000001,7372,2.311999321,4.125752449,53.96766319,460.3321078,9.130357729,1279.874548,-0.293664008,843633.5625,813193.25,0
1,3,22,10.11711407,32.84237289,81.86989594,7384,-0.114091232,3.332967043,14.82716657,922.5384975,2468.231234,176.1574426,-1.531397223,817777.4375,837905.8125,0
