landuse,lithology,DTM（DEM）,slope,curvature,aspect,NDVI,SPI,TWI,dis2road,dis2drainage,dis2catchment,dis2faults,DV,X,Y,label
1,2,0,0.000001,0.000001,-1,0,-5.240048409,17.78580284,509.6678118,1286.400437,4768.083922,615.0885067,-0.000001,813799.875,818157.8125,0
3,3,283,35.8530426,18.45303345,257.9052429,7443,2.894019365,3.543732405,89.35344763,212.6203759,88.76937523,587.2422808,-4.545936584,839168.25,810833.125,0
3,2,135,37.46059799,21.33330727,162.7585449,7514,0.996597826,1.529130816,2.161746076,162.6356559,3008.017226,311.6456123,2.106825829,855130,828392,1
3,3,99,53.02265167,63.4523468,75.69972229,7443,1.546641469,0.979087234,6.977481575,1858.784461,5339.939721,781.8499395,-0.211834431,847401,819602,1
1,2,31,10.11753368,21.77066612,98.13010406,4935,-0.114048921,3.332924843,12.23241753,253.0716971,144.2770477,51.35951751,-0.000619842,824679.5625,830603.5,0
2,3,9,28.52995872,23.34794426,21.80140877,7239,0.653383195,1.872345448,18.32006027,140.7380985,3156.719501,1003.471985,0.956129611,855210,834670,1
3,1,359,34.28915787,32.8225441,321.0090027,8065,1.226531148,1.992344618,11.07397115,216.5519192,1407.199359,432.8847842,1.7016325,832325,815160,1
1,2,9,0.000001,0.000001,-1,0,-5,6,7.078131861,552.5779531,4642.28415,176.3905554,-0.332666188,822177.6875,819933.875,0
2,3,82,20.17501068,59.29844284,344.0545959,6811,0.261650652,2.264077902,111.1167559,210.3105089,6619.245098,1293.71343,-0.133955389,828167,839745,1
3,3,116,25.64825058,47.36617279,183.0127869,7911,0.875792801,2.343083143,9.031572754,109.6658873,608.8225315,1275.912753,0.35877654,834527,822692,1
1,3,39,27.78904724,43.02249146,196.6992493,6657,0.968875408,2.250000477,1.337130112,1717.763291,1475.948418,2415.781833,-0.915831029,838484,808026,1
2,3,117,24.56149864,71.06912231,263.6598206,6608,0.826416612,2.392459154,0.700252211,43.38712003,36.61285057,1301.113294,-1.219230294,838951,809789,1
3,3,55,43.2979393,5.243852615,172.3039551,7809,1.203416109,1.322312593,49.30612041,5.240228801,289.3410762,370.687212,-0.226004004,827830,825555,1
3,1,453,42.01045227,30.25063324,191.3099365,7892,1.158319473,1.367409229,96.96586542,274.4727113,1510.293754,1150.966441,-0.000001,843093.6875,830333.25,0
3,2,74,20.17434692,48.0510788,285.9454041,7816,0.954762101,2.957260847,75.42314882,2266.799299,248.8445561,337.3645844,0.145624101,849122,828201.375,0
1,3,35,0.000001,1.728350401,-1,8248,-5,6,41.77665449,418.084418,5989.094459,960.7631885,-1.03307724,836935.875,843227.25,0
1,1,3,5.763803482,33.76713562,180,1336,-5,6,3.602362211,274.469108,4099.185045,1302.29707,-0.160543248,834993.9375,818603.375,0
2,3,46,12.87289524,69.11914063,173.6598053,7131,0.133362055,3.08551383,33.64030576,400.9226157,1011.481109,419.2209869,-2.243427753,836438,814814,1
3,2,17,40.0310936,70.46646881,237.2647705,3810,1.088540435,1.437188268,10.65187495,389.0154139,2003.431268,1729.45906,2.221842289,839469,822005,1
3,3,21,18.60813904,65.13895416,192.9946136,7683,1.907155395,4.084309101,23.9050246,337.4143333,971.0337472,508.7174424,-1.051492333,803613,813010,1
3,2,23,0.000001,28.91670418,-1,3778,-5,6,19.23888665,113.8696481,945.3253708,615.1774058,-0.453871369,827642.4375,833420.875,0
2,3,114,23.81804466,33.12005615,120.9637604,6088,0.79169935,2.427176476,342.3975667,423.2193118,1480.020699,758.7651732,-2.903577328,801880.6875,809624.875,0
1,2,8,0.000001,23.55215645,-1,7956,-5,6,5.169238616,14.78550576,8103.191063,725.8178534,-0.931170285,833557.6875,843900.375,0
3,1,66,68.47062683,25.83261108,35.27242279,7396,2.192993164,0.332735419,17.06150128,158.9897132,2339.387146,443.6653821,1.266460299,831305,815533,1
3,3,162,48.25661087,61.90803146,262.2348328,7082,1.376786947,1.148941755,12.84491834,308.1443962,171.3952375,572.2118923,-0.037277881,837752,812450,1
3,3,95,17.70549774,51.71580887,71.56504822,7797,2.413556099,4.697140217,4.896699635,498.9207597,1293.144532,974.1259006,-2.087917805,836715,827480,1
3,3,19,14.43375587,70.09540558,258.6900635,3491,0.252253473,2.966622353,9.945840779,430.1651398,1171.550874,368.8149524,0.155723795,837525,827427,1
3,3,214,17.0667038,35.1099968,170.537674,8080,2.731128931,5.092916965,262.1682543,244.8171509,64.97086626,322.3101834,-0.000001,812211.1875,811300.25,0
2,3,22,4.082986832,8.005830765,225,6503,1.80294776,7.082354546,5.033708808,314.8310676,1357.079198,291.1888065,0.029728545,824969.6875,834619.5,0
2,3,17,43.29641342,18.03322601,97.69605255,6466,1.203362703,1.322365999,48.94707921,660.0724711,1350.865424,814.5544086,-1.436093569,803232,813055,1
2,1,152,47.09664536,38.30739594,39.28940582,7392,1.336116433,1.189612269,89.53259233,679.07555,45.53807193,491.1812,-0.000001,824281.75,830836,0
1,2,16,4.562699318,8.476902962,108.4349518,7192,0.179854602,5.236245632,3.121585772,4.321233675,2153.428639,201.9699705,-0.532924116,837701.3125,821554.1875,0
2,3,42,24.09418678,13.87718964,16.38953972,3770,2.750598431,4.360097885,22.89945282,7.874930037,4860.379817,206.2336714,-0.330465972,834668,833430,1
3,3,76,20.17448044,11.08856201,105.9453964,7914,3.498567343,5.501051903,132.1203904,268.0170813,6250.610239,196.9861465,2.187287569,832100.25,838191.4375,0
2,3,256,37.93627548,23.76737785,240.9454041,6422,1.360330224,1.858545542,292.2616675,173.8875624,1218.001743,125.8481698,-0.000001,813865.5625,814592.0625,0
3,3,197,44.24898911,75.17856598,53.42696762,6716,2.276366711,2.328803301,52.64143824,735.8219643,1330.433724,715.6266731,1.098912835,842413,821779,1
3,3,18,37.46172714,55.76436615,107.2414627,6296,1.343212247,1.875663519,9.25556493,411.9019338,1259.95786,324.9652433,-1.329480767,839692.625,830606.625,0
2,3,402,16.05158043,3.776094198,254.7448883,7328,0.017096478,2.508632183,1.340634873,169.5230814,439.9492871,2092.05556,-0.201347962,829691.25,828612.125,0
2,3,125,28.5269146,7.720970154,291.8014221,6280,0.653256595,1.872472048,14.03244444,1675.29516,4318.901212,927.3397694,-0.607310414,830986.25,808599.3125,0
3,3,33,19.36775398,47.21846008,248.9624939,7586,2.173396111,4.264355659,3.374809368,574.578232,563.4685949,804.8809303,-1.10795939,845389,825854,1
1,2,26,12.72006989,7.961127758,296.5650635,1267,-0.225560948,2.751289606,449.7450388,2191.680219,2531.682206,1121.617832,-0.000001,846118,814637.875,0
3,3,8,2.044164181,20.9606781,315,2263,1.367666721,8.033293724,3.882339454,718.9467044,4230.015949,913.3936682,-1.367472768,855000,836630,1
1,2,6,5.764501095,12.33411026,90,5991,-5,6,17.91351405,995.0844024,1714.349747,652.7607789,0.501318455,819029.6875,834815.9375,0
2,3,276,34.57786179,13.60908985,113.7494965,5621,1.237335443,1.981540322,69.50781868,465.1178838,3973.375808,287.2624411,-2.604554892,815230.4375,832392.625,0
3,3,243,26.78142357,24.94859695,233.1300964,7546,0.579131603,1.946597099,11.26978263,1.256274429,1.033988076,1235.344854,2.378239393,833104.75,813209.4375,0
3,3,22,41.73932266,52.84215164,8.130101204,0,1.148798585,1.376930118,2.405607319,2005.303643,5053.822716,632.2656429,-1.226136446,847525,820090,1
2,3,205,44.42377853,74.68569183,168.1113434,7455,1.589322686,1.629553199,3.193464141,3.340398251,3.58799922,1607.342997,-0.401015341,831273,827143,1
3,3,28,68.13890076,71.0228653,15.8657074,3525,2.176137209,0.349591374,24.9479905,1418.27872,1784.678848,334.6902109,0.148034111,831560,823970,1
1,2,2,0.000001,0.000001,-1,6273,-5,6,194.967767,595.0118051,5163.056823,58.08969897,-0.476971477,825359.6875,840857.625,0
1,2,3,0.000001,0.000001,-1,1869,-7.600902557,15.42494869,76.06664976,942.0333478,366.494535,310.2805201,-0.000001,820127.25,837357.9375,0
2,2,64,29.43824005,74.51345825,190.3048401,5523,1.037358403,2.181517363,19.30976074,163.6460883,861.6931945,219.8169726,4.555098057,840480,827230,1
2,1,221,12.87223339,10.87738514,353.6598206,5731,2.772366285,5.724624157,103.8134642,625.1335072,780.3989548,990.9908688,1.162536502,818499.4375,831128,0
3,3,189,30.15464973,55.02978897,92.48955536,8299,1.066355348,2.152520418,197.087083,161.4873212,39.75746641,1381.316129,-0.000001,808990.5625,810176.8125,0
2,1,333,16.84950829,15.70265961,270,6139,0.068382546,2.457346201,161.0950615,210.0660122,217.2673777,654.3834983,-0.000001,826209.625,826972.4375,0
1,2,56,0.000001,44.6919136,-1,3574,-5,6,536.1041593,660.4628589,807.9938507,16.52267483,3.390951872,820602.875,826859.625,0
3,3,469,37.93434525,41.06331635,299.0545959,7401,1.013687253,1.51204145,6.633078766,454.9513582,2957.776796,453.0524088,-0.000001,834751,830024,1
1,2,7,0.000001,0.000001,-1,6038,-5,6,1.718261074,118.4563008,4110.771897,716.8626735,0.20022659,834525.25,835106.75,0
3,2,2,8.371678352,39.46008301,329.0362549,5496,-5,6,91.7480514,75.9233741,538.5370942,795.5325888,1.898031116,823346.625,835890.5,0
3,3,67,31.42341614,58.37932968,308.2901611,5671,1.11672008,2.102155685,42.67429722,454.2098259,2956.492026,1358.445971,-1.124210835,842839,817948,1
2,3,211,0.000001,28.91901398,-1,7253,-5,6,50.1136307,350.7040838,4123.5788,1004.839208,-7.239098549,811961,826405.1875,0
3,1,151,32.30883408,61.29647446,298.6104736,6023,0.804614663,1.721114039,28.62883957,1372.035113,3405.017543,2518.718523,1.002370715,843216,819837,1
2,3,27,25.64933205,71.38642883,273.0127869,6395,0.875841141,2.343034744,7.982817692,806.7685113,523.7976453,887.5087279,-0.34905535,841856,815715,1
3,3,222,13.46338272,52.61280823,288.4349365,8045,0.872977793,3.732192278,228.133334,150.4199095,392.5361401,102.2638465,-0.000001,803371.8125,810656.5625,0
3,2,5,0.000001,13.86597157,-1,1600,-5,6,4.073500283,388.5308555,335.4331974,509.2017843,1.078540444,820610.8125,834892.4375,0
1,2,9,2.044019461,33.56628418,45,2232,-5,6,34.8542835,340.0233074,332.5305601,925.993115,-0.343746096,825329.625,832790.0625,0
3,3,52,22.67311859,26.04774475,64.98310852,5574,0.390011072,2.13571763,76.07127528,387.1525379,369.3064115,1012.427642,-3.299349546,844399,825398,1
2,3,159,17.06748962,34.89491653,189.462326,7743,0.428592741,2.790283203,47.49312486,218.1677946,528.7931169,1594.011403,1.412129164,838235,823555,1
1,3,24,0.000001,0.000001,-1,4083,-5,6,51.54791955,34.88031475,5585.423011,840.3931454,-1.38779366,836589.375,842700.0625,0
2,3,297,17.90901947,46.92919159,38.65980911,7495,0.479845792,2.739030123,28.22746665,887.4642133,5039.285043,577.2369641,-0.000001,818999.1875,819532.75,0
3,3,18,36.97695923,72.15537262,166.4295654,6296,1.32564652,1.893229246,78.02546744,551.494559,1647.790419,255.820476,0.336874515,842580,816620,1
1,1,7,0.000001,0.000001,-1,2103,-8.111727715,14.91412258,3.67433088,96.80873895,1090.713341,10.42087074,0.742216349,824327.5625,825310.375,0
3,3,48,28.63308525,11.42453957,303.6900635,7255,0.657667577,1.868061066,10.77561168,42.2109463,4466.04803,294.178841,0.663917005,834570,834260,1
3,3,200,28.16297913,45.13039398,315,7666,1.677775979,2.927394152,1925.633642,2326.660157,4659.509559,6099.748107,0.573621809,844140.5,805356.375,0
3,3,35,46.79510117,72.98930359,301.4295654,6911,1.325566173,1.20016253,32.98097044,230.9486593,1606.61634,312.4540804,-3.150587797,836930,821865,1
3,3,61,44.83451462,53.59439087,66.03751373,6182,1.603661299,1.615214586,39.58843057,260.6734088,288.1370051,144.1695053,-0.309542686,837915,815298,1
3,3,458,4.562804222,64.39735413,198.4349518,5991,-0.225587398,4.830757618,2.59266316,179.5563573,545.1479125,718.8684792,2.711266279,808468,813205,1
1,2,93,2.043970346,41.49668884,45,7162,0.06828884,6.734106064,6.122567639,5.559385683,2708.040028,62.57943324,0.012387434,842610,841085,1
1,1,7,0.000001,0.000001,-1,2058,-5,6,0.579364033,605.7979318,1667.380182,2263.151779,0.132703349,837406.9375,835278.4375,0
2,3,85,35.68719864,59.20560074,161.5650482,7387,0.931904733,1.59382391,52.80612078,60.27688515,49.96061274,586.2203123,0.436641186,833279,812569,1
3,3,10,12.8733654,29.41234779,6.340190887,3066,0.133399859,3.085475922,29.02385252,418.1957277,2074.504949,1626.511807,0.588698268,839444,816863,1
2,1,117,25.89287567,32.71736908,27.8972702,6766,0.540124059,1.985604644,400.2597599,497.1791959,484.967558,615.5768685,0.616981328,823263.125,830955.0625,0
2,2,38,7.33231163,42.32911682,281.3099365,7084,0.657594025,4.758506298,929.705178,1843.32336,5517.240431,521.3087084,-1.061716676,848620.9375,820669.5,0
1,3,26,4.563045502,70.35962677,161.5650482,3268,-0.918681502,4.137557507,3.315276273,85.04993556,50.75663277,367.2645681,-0.509694397,826215,825685,1
3,3,128,45.41162872,53.24580383,264.2893982,5606,1.277233243,1.24849534,45.39041203,292.8955649,1685.52326,538.2857459,0.921133459,840780,821690,1
1,2,8,6.110971928,26.97507858,135,0,-5,6,7.303610503,447.6792172,5075.787811,566.3886705,-1.084321856,822817.4375,819549.8125,0
1,2,13,0.000001,0.000001,-1,3882,-5,6,26.83494481,74.9251837,5428.736475,916.7000493,-1.400477648,833964.375,840512.1875,0
2,3,220,4.562546253,38.96983719,341.5650635,7306,1.479103804,6.535562515,5.283131788,421.862106,0.5446,2911.391638,1.792703986,843135.9375,810123.3125,0
3,3,144,0.000001,20.3857193,-1,2054,1.5,2,1.808076252,35.85176168,503.4638759,1481.820565,0.455349684,832225,813415,1
3,3,158,49.57419968,71.66461182,115.4633484,7301,1.423216701,1.102512002,7.454472262,688.9034397,504.8749486,743.028061,-0.000001,807041,811075,1
3,3,91,34.47136688,66.54541016,306.0273743,6562,0.886781454,1.638947248,73.94973876,167.7295135,535.1708095,1103.493328,-1.182315826,838065,825900,1
1,3,24,36.88416672,54.94898224,109.6538239,1663,1.322274566,1.8966012,47.40887925,23.33824475,2189.109066,706.4601862,-1.658006907,842680,817180,1
1,2,7,4.083027363,13.01264477,45,0,-1.030255556,4.249131203,1.874541074,867.3724284,1541.194745,1200.163594,0.112149283,835212.25,815957.6875,0
3,3,296,39.77402496,7.820915222,14.03624249,7711,1.079423189,1.446305513,69.8134555,33.27786976,4182.106626,188.3830277,-0.000001,836639.3125,831085.6875,0
3,3,18,29.19080162,56.0267334,18.43494797,7047,1.027242303,2.191633463,15.43849751,1279.215444,1273.536582,851.1074633,-1.597209096,846102,826430,1
3,1,19,17.06816101,49.59571457,170.537674,2212,0.428634584,2.790241241,17.92448995,406.7839648,388.4712338,71.48341257,1.535621405,818270,825822,1
2,3,347,43.95612335,24.39155197,83.99099731,7868,1.57299149,1.645884275,75.56978048,776.4597981,1077.527537,169.7972842,-0.000001,844166.3125,828222.5625,0
2,3,237,34.28918839,34.41946411,218.9909973,7251,1.919679403,2.685490847,42.50138089,1673.291048,3932.886222,1015.040469,-0.000001,847393.6875,815218.9375,0
3,3,66,29.4370594,18.63241196,296.5650635,6977,0.690736771,1.834991932,6.027453217,29.26515706,4466.871659,283.7850413,0.874596298,834595,834220,1
1,3,37,9.068031311,45.65103149,251.5650482,5422,-0.225635216,3.444510937,17.73059135,228.617696,4.958108494,455.7900806,-2.070828199,838644,810612,1
1,3,39,0.000001,18.04060745,-1,4554,-5,6,58.07568105,436.7817818,8977.291892,104.1904273,-2.049773455,831442,843060.6875,0
1,2,3,0.000001,0.000001,-1,2623,-5,6,23.11018032,332.1775032,8465.173259,165.3837091,-0.000001,827490.5625,843535.3125,0
3,3,17,23.32773972,52.13946152,110.5560455,3311,0.76835227,2.450523615,30.39974495,980.3456772,2329.185104,809.334389,-1.640097618,831962,822938,1
1,3,18,11.41396904,53.76877213,90,4434,0.009401112,3.209474802,59.34602925,274.0598818,388.4106815,390.3950064,1.099078298,819888.8125,831682.75,0
3,1,48,24.09273529,43.49064255,286.3895264,7201,1.556658983,3.166294336,42.0983498,449.6695926,1325.912253,130.5907815,2.214498043,816612,829742,1
2,3,112,36.88423157,53.56570435,70.34617615,4073,0.975703359,1.550025344,13.75050964,726.7711881,2718.209446,1367.799393,-0.053016394,843454,817311,1
1,2,0,0.000001,0.000001,-1,0,-7.505592346,15.5202589,132.8866682,168.1590846,1045.149415,394.0921359,-0.000001,839827.5625,836628.0625,0
3,3,38,53.45527267,38.09442139,262.4761658,5681,1.562389612,0.96333909,17.52628475,1239.666265,941.9304629,420.1083456,-0.026341865,842213,816017,1
2,1,174,26.43019676,54.47725677,293.9624939,6736,0.910396039,2.308479786,10.39047048,451.8449988,689.5218229,294.1480004,1.181423426,822985.3125,828097.5625,0
3,3,38,30.34422874,16.01436615,352.5686035,7521,0.727385342,1.798343301,35.46333895,63.76654313,5116.676776,494.7012983,-0.89526552,833346,835486,1
3,3,88,52.94574356,65.50939178,300.9637451,7935,1.543849111,0.981879592,81.54570341,201.6885151,24.09503163,491.0351882,-1.042125821,837270,825250,1
3,3,200,39.90520096,20.30323029,5.194427967,7420,1.43065083,1.788224936,408.3447594,32.87942341,4337.795617,259.8930109,-0.000001,831798.5625,835399.4375,0
1,2,6,2.043979406,10.7293005,225,7083,-5,6,99.3486305,124.9771819,7811.356104,818.1467779,0.455545664,831659.8125,841321.8125,0
2,3,159,34.72304153,13.77845287,169.5085297,7579,1.24275291,1.976122975,3.747701173,1.399622758,5.16994645,1939.712449,-1.091427684,828708,827353,1
2,3,732,34.71990585,22.95655251,280.4914856,7349,4.333678246,5.0672822,260.5844676,255.7114374,18.31930672,929.6790138,-0.000001,830526.375,830616.3125,0
1,3,31,55.33653641,69.76591492,60.75117493,7597,1.631771088,0.893957615,17.29961577,1758.105536,3531.918406,2110.761697,-0.826198101,845992,820806,1
3,2,136,24.88925552,77.92621613,202.3801422,5605,0.841473699,2.377402067,31.1501475,148.5033497,509.6509211,841.5040462,0.262137055,852317,831203,1
3,3,37,50.02362061,40.05987167,186.072464,7236,1.439127326,1.086601377,4.675780524,513.7270519,3134.174257,1905.036709,-0.953737497,836005,820290,1
3,3,9,0.000001,26.00532722,-1,4194,-5,6,7.003261698,279.3196802,258.8901093,175.4847753,-0.591548741,843946.1875,824272.0625,0
2,3,395,27.23497772,3.886765242,191.3099365,7031,3.024712563,4.353046417,80.9080433,183.1442744,76.15208073,1570.40711,-0.000001,809620,810790,0
1,2,2,0.000001,26.08516502,-1,6772,-5,6,74.8790169,202.2713778,77.58268045,167.3490387,-0.000001,821406.8125,836984.125,0
3,3,165,30.34174919,58.81030273,97.43141174,7689,1.073859453,2.145016432,169.6879774,592.5100148,355.297372,867.2828697,-0.000001,806785.375,810899.1875,0
1,2,13,0.000001,10.79032612,-1,2256,-5,6,54.14714428,45.68527355,2137.329818,112.6221881,0.108584352,817556.1875,832112.3125,0
3,3,277,28.98767662,13.18166351,59.93141556,8073,1.018897653,2.199978113,293.288346,8.129932671,915.9362775,1994.593591,-0.000001,840871.25,839446.8125,0
1,2,8,0.000001,28.92016411,-1,7033,-5,6,48.90863021,38.80033936,2680.884247,1629.265845,0.18295908,825043.875,837298.625,0
3,3,27,50.55586243,58.53388596,274.7636414,0,1.804601192,1.414274573,7.543168066,487.7033669,333.3810136,968.0301796,-3.191083193,837350,811429,1
1,3,75,17.90976524,63.64634323,51.34019089,3510,0.479890198,2.738985538,2.190335713,602.1379426,409.627233,360.7620584,0.48582688,836768.0625,812349.9375,0
1,2,11,0.000001,12.88013935,-1,6860,-5,6,56.07536073,45.70897031,1673.206008,140.0239206,-1.37343514,845296.5,832249.8125,0
2,3,32,26.37195778,57.61080933,255.2564392,4786,0.561270356,1.964458346,67.08746856,9.848414007,4062.978181,7.531055141,2.949231625,811961.9375,829822.8125,0
2,3,63,26.89638329,54.03960419,264.2893982,6150,0.930685759,2.288190126,5.146798743,502.947028,124.1490726,470.5539399,-1.028916836,842685,813507,1
2,3,366,26.89806938,68.5566864,354.2893982,6428,1.623905778,2.981264353,3.805068539,3.626994149,5436.928549,960.7437659,-1.435725689,831891,836662,1
1,3,9,37.93327332,67.4708786,119.0546036,4687,1.36022222,1.858653665,4.052322,1184.283387,3615.807442,295.3501339,-0.638115704,836370,818330,1
1,3,47,50.84552765,36.0702858,99.46232605,6410,1.468342543,1.05738616,18.2053443,1429.105036,1303.789494,398.006705,0.64415139,831425,825125,1
1,1,23,6.439015865,10.58813572,116.5650482,5673,-0.918764651,3.444493294,13.56507971,242.5972242,96.96976267,373.2822907,0.147090688,819604.75,830778.875,0
2,3,139,34.47200012,71.66978455,36.02737427,7875,0.886805058,1.638923645,8.359545383,2.240429682,3.006924456,1849.889466,-0.000001,828438,827187,1
2,1,68,31.24813843,14.84928894,106.9275131,7205,1.109833121,2.109042645,12.6690672,448.6576177,430.9455677,271.5726671,-0.290689737,819952.1875,826784.9375,0
1,1,7,0.000001,4.172755718,-1,1535,-5,6,34.32070261,1005.74143,3230.576623,76.96446685,0.009642209,846002.3125,815917.8125,0
2,3,38,25.58786774,78.12490082,341.5650635,5185,1.97170186,3.444398642,30.38116132,381.7979829,1795.152978,1485.48604,0.024998184,839160,816719,1
1,2,7,0.000001,0.000001,-1,0,-5,6,48.23741436,205.4108172,3938.555067,106.0898777,-0.031222595,821791.4375,820547.8125,0
3,1,114,46.13852692,61.98445129,309.0938721,7582,1.302616835,1.223111868,11.63825252,247.7570149,1781.803732,383.2961893,0.683213055,831297,814603,1
3,3,37,48.12540054,74.92111969,217.6476288,7099,1.718752027,1.500123858,9.783042619,780.7225052,587.4352256,683.9430784,-3.165418863,837465,811159,1
3,3,248,28.1613121,25.90494347,278.1300964,7450,2.370853186,3.620611191,154.6261026,306.7313991,276.3127421,572.5273576,-0.000001,839565.125,811158.5625,0
3,2,7,0.000001,0.000001,-1,3861,-5,6,11.74012501,446.1072956,3357.394659,260.5768102,0.635084152,817353.3125,834755.4375,0
3,3,197,26.4303112,8.84072876,293.9624939,7556,0.910401046,2.308474779,239.8605466,500.5391185,3324.811826,1757.678709,1.79288733,816774.125,809168.375,0
3,3,325,22.14211464,19.72308922,172.8749847,7738,0.363711834,2.162016869,13.45593998,260.0626859,3653.153269,539.6300739,-0.000001,837126.125,830874,0
3,3,12,12.24897575,63.04527283,234.462326,7230,1.5,2,19.68842013,88.92466596,77.33141584,780.3879319,1.119199991,844745,825360,1
2,3,126,33.69312286,17.22904015,119.4758911,7524,0.857514739,1.668213964,7.288358414,473.3774234,1670.095721,318.8690799,-0.349301249,832764,823130,1
3,3,22,19.73097992,61.39819717,129.2894135,6045,1.277210116,3.327960014,30.13531779,383.3716643,183.2773224,138.3748231,-0.270906508,846344,830034,1
2,2,165,22.14178276,20.79690552,240.255127,6172,0.710268736,2.508607149,34.94004246,250.9670464,937.8117172,1227.335685,1.628502011,841948.25,829968.375,0
3,3,57,37.37403488,73.742836,97.59464264,7187,1.340040803,1.878835082,21.7125017,46.09709901,719.3826916,1067.701602,-0.757403195,838181,826052,1
1,1,138,59.42522812,70.10231018,272.5637817,6124,2.13570857,1.083167315,20.00311538,2.764005044,2023.800906,190.6049221,2.234386444,831690,815465,1
2,3,298,44.15365219,62.51327896,171.0273743,7849,1.57989049,1.638985276,13.27881124,826.9403568,103.4847744,937.302042,-0.390115887,837619,823832.8125,0
3,3,268,16.84760857,35.68930054,0.000001,7744,0.068263076,2.457465649,241.2035758,503.6527734,2575.760982,902.4280181,-0.000001,838043,830079.5,0
3,3,22,16.39984703,22.04324532,120.9637604,7391,1.426047564,3.872269869,75.25463898,327.0451825,7422.621019,1400.534928,-1.85388422,834084.625,843443.375,0
2,3,6,29.91930962,75.18436432,232.1250153,4958,1.5,2,5.93070584,1104.407179,2979.752411,496.0098886,0.530837297,831766,822235,1
3,3,50,45.98672867,64.54183197,268.6028137,7525,2.337035179,2.268135071,15.35714222,798.6417802,507.5188064,875.6302549,-0.599501252,841898,815686,1
2,1,77,33.26964951,31.87567329,22.61986351,6539,1.188025117,2.030850649,67.67364019,1049.199188,869.1166989,128.1023902,-0.000001,821966.6875,830002.5625,0
3,3,117,38.05195236,69.0031662,159.2277527,6353,1.36449194,1.854383945,43.67597136,316.779251,1037.728601,1277.42473,-0.138304591,831781,813849,1
3,1,129,54.45768738,60.0579567,295.6409912,7313,1.59916544,0.926563203,6.413302523,1.425897548,4.971401141,49.86543407,1.073691726,825444,826800,1
3,2,7,12.24862289,27.99169731,144.462326,7219,0.082022794,3.13685298,56.75470342,1.944473268,2871.92549,80.84166994,0.000441512,817120,814150,1
1,2,25,6.439072132,26.92504692,243.4349518,6756,-0.91875577,3.444484472,96.36426068,17.49357568,3987.083748,125.5245053,-0.73292774,836397.75,840856.3125,0
2,3,513,19.36698341,36.30402374,68.96248627,7626,0.563915074,2.654960632,10.09255692,319.507047,6.892499999,86.44927686,-0.000001,840645.375,813920.5,0
3,2,7,0.000001,0.000001,-1,7321,-5,6,7.31261769,45.15687901,7673.202356,842.6974419,-1.045139432,828909.4375,840534.25,0
2,3,391,29.43678474,44.33187866,169.6951599,7667,3.676356316,4.820633888,26.89966491,1102.515594,1080.299656,2469.199722,4.070908546,839161,824012,1
3,3,40,52.71102524,22.5947094,92.20259857,7003,1.535340071,0.990388572,40.21700117,1929.540291,3704.160835,2213.828983,-2.316853523,845884,820535,1
1,3,84,7.332064629,32.01683426,258.6900635,3241,-0.441052407,3.659928322,18.12393284,981.6819149,5446.559965,1868.429649,-1.405064344,846366,818820.375,0
1,1,7,4.082532406,25.47030258,135,3599,-0.683803678,4.595826626,1.633210618,1950.581804,4771.396107,3320.668772,-0.418008149,844692.625,818965.6875,0
1,1,5,0.000001,0.000001,-1,1457,-5,6,8.59681326,518.4348259,2905.126308,2849.949932,-0.057004694,834574.0625,820358.4375,0
3,3,34,17.80649757,18.12470245,225,3626,3.038664579,5.310110092,36.65124834,82.40862756,5166.892226,49.80426987,-0.700409293,833450,838990,1
2,3,185,30.71174431,40.86414719,347.7352295,6587,1.088618875,2.130256891,92.99187317,257.1981318,3339.780504,405.5484682,-0.000001,813390,816660,1
1,2,45,0.000001,0.000001,-1,1670,-5,6,365.7283208,554.0836963,2447.481919,239.3405384,-1.440782666,853431.9375,827386.9375,0
2,3,157,36.34205246,21.34939194,95.90614319,7626,0.955936313,1.56979239,10.21478142,511.8535243,1925.456358,322.441519,-0.813276589,813910,828010,1
2,3,73,35.24593735,47.99859619,270,4149,1.262180924,1.956694841,32.58483435,406.8873186,22.71981505,551.2897741,-0.976004481,842682.375,813405.5625,0
1,1,5,0.000001,23.54939461,-1,1206,-9.903487206,13.12236309,35.74668112,787.0445535,3315.890658,574.4171255,1.05197835,832191.625,821114.4375,0
3,3,145,27.45982361,44.51728058,150.9453888,7088,0.608314812,1.917413831,51.53079802,605.033556,582.9618199,218.2498176,-0.050219506,835370,825453,1
2,3,22,24.95435333,9.743245125,77.47119141,6858,0.844446838,2.374428988,137.9060431,627.3715477,1673.161755,505.411968,0.368349761,822257,832471,1
2,3,119,55.65859985,66.8182373,0.000001,5021,1.990386248,1.228489518,13.1358961,1146.046717,2919.393089,2641.156656,-1.384859443,845475,821205,1
3,3,147,8.124108315,30.88925362,315,8015,-0.683793366,3.209522009,201.6052764,182.9024493,527.6935056,528.1246085,-0.000001,806574.625,809917.75,0
3,3,135,33.07587051,43.04902649,54.46232224,7710,2.279252768,3.136847734,2.275751162,108.5374248,637.5190476,593.005765,1.054379106,836384,814441,1
3,3,35,45.98741531,52.69978714,268.6028137,7256,1.643911958,1.574963808,103.4097527,182.1074451,2062.270345,641.9995871,-0.398395002,842765,816992,1
1,2,8,0.000001,0.000001,-1,2743,-5,6,0.224133788,226.4865162,8185.658888,256.9541088,-1.511696577,830843.875,840564.625,0
