landuse,lithology,DTM（DEM）,slope,curvature,aspect,NDVI,SPI,TWI,dis2road,dis2drainage,dis2catchment,dis2faults,InSAR_dv,X,Y,label
2,3,126,8.609939575,37.66994858,90,6530,2.206599951,5.982089996,158.6246722,580.5477445,3847.554751,1419.880786,-4.756330013,823125.8976,820826.2019,4.756330013
2,3,165,41.83060074,40.63705826,139.5740051,7884,1.152009964,1.37372005,82.85179916,278.9072868,192.3397222,381.2316331,-6.272490025,838183.1932,811479.6668,6.272490025
1,3,62,27.95070076,23.35305786,92.7263031,6902,0.975703001,2.243170023,117.9979512,107.7501728,93.98753905,831.8808654,-1.511389971,803795.0247,807666.9979,1.511389971
2,3,42,29.91830063,67.52481079,127.875,7562,0.710259974,1.81546998,31.75851366,404.4738114,1482.130509,568.321251,-9.762169838,839127.6505,829514.3141,9.762169838
2,1,166,25.46109962,13.49625397,147.9949951,7910,0.520826995,2.004899979,85.32092768,238.9595979,1683.362004,287.5534928,-4.081999779,839033.1222,830355.9798,4.081999779
2,2,35,18.6086998,52.28247833,77.00540161,7569,1.214040041,3.391129971,86.9680955,104.4809967,5699.07091,1257.405177,-2.906919956,819861.4002,814890.5849,2.906919956
1,3,113,28.1602993,7.477031231,135,7092,1.331089973,2.580929995,50.92107427,280.5060638,6214.252329,265.7366182,-2.644269943,818803.0647,818361.9252,2.644269943
2,3,175,23.25639915,74.44396973,183.3659973,7460,0.76492399,2.453949928,28.30167879,72.98667831,630.1179546,1526.610846,-2.9630301,832183.9415,813767.1476,2.9630301
2,3,65,25.64999962,59.11819458,176.9869995,8269,0.875868976,2.343009949,54.09135983,941.6730004,5616.874587,47.31186678,-5.629079819,848034.1738,817256.7163,5.629079819
2,3,78,45.98320007,51.68079758,91.39720154,7563,1.297189951,1.228539944,8.999655095,12.3900262,10.94711389,206.849055,-6.357230186,805824.7632,809083.0176,6.357230186
2,3,29,5.7645998,53.37346649,90,7901,1,2.2,57.13446234,3.195805497,219.8151512,1643.385176,-3.374370098,844388.8525,826167.9988,3.374370098
2,3,113,16.95910072,12.04097843,245.5559998,6758,0.421828985,2.797049999,103.6855525,542.4647284,2012.87074,1096.812876,-7.786600113,825479.095,835269.818,7.786600113
3,3,10,16.95739937,49.91318512,114.4440002,3734,0.421721995,2.797149897,14.55671329,1633.148968,5111.031031,479.4560429,-7.927899837,817914.0629,819873.2282,7.927899837
3,1,82,12.24769974,54.82471085,215.5379944,7129,3.910589933,6.965569973,192.2306447,178.4493455,4806.560187,993.2218549,-5.104770184,821074.13,819524.0278,5.104770184
2,2,55,27.94869995,38.44101715,267.2739868,7564,0.62904501,1.896679997,152.4482802,42.00335194,7156.293705,7153.379951,-4.797100067,845383.9739,803123.224,4.797100067
2,3,246,50.50889969,29.967062,225,7413,1.802929997,1.415949941,28.59441662,209.8408536,1250.047366,736.0485862,-2.84581995,831864.6472,814494.3276,2.84581995
2,3,104,25.14579964,29.64230728,216.2539978,6911,0.853156984,2.365720034,42.7918936,629.4381803,37.99537861,237.0005272,-2.577939987,824311.9562,830519.5718,2.577939987
3,3,5,4.562789917,8.710716248,198.4349976,1898,1,2.2,14.03177954,3.699560678,2010.481272,564.2394877,-7.209030151,822633.7716,822610.5555,7.209030151
2,3,103,32.55360031,18.2211895,198.4349976,7910,1.160629988,2.05824995,29.80471002,325.9178783,5030.36743,774.3771229,-3.897700071,827712.112,837690.8594,3.897700071
2,2,58,32.31119919,13.22529316,241.3899994,7113,0.804705977,1.721019983,49.2996239,225.0574112,3744.346636,76.61997576,-2.930000067,817585.9789,815191.1522,2.930000067
2,3,80,15.93529987,16.32347488,315,7035,3.882369995,6.389229774,255.5829762,2619.722547,5489.738849,2254.841107,-3.644500017,849324.1083,814242.621,3.644500017
1,3,84,16.40010071,25.73514175,239.0359955,7321,0.039768498,2.485960007,45.7609947,160.5411735,2486.633841,216.6673738,-5.222770214,812396.0911,815472.2088,5.222770214
2,3,112,21.75200081,61.02352142,55.30479813,6920,1.037220001,2.874799967,74.127324,213.0332852,74.62853227,1576.597896,-4.326960087,810502.8705,810098.1201,4.326960087
2,1,74,24.88990021,52.10947037,202.3800049,7677,0.494929999,2.030800104,381.5007868,3455.467556,8906.168862,1227.580001,-2.651619911,823605.8712,813633.6237,2.651619911
2,2,250,31.9769001,63.19937897,104.0360031,7418,1.138329983,2.080549955,66.46566509,135.5140739,13.49743226,105.3152874,-3.01244998,807022.8647,812650.907,3.01244998
1,3,67,17.70529938,0.815405488,71.56500244,6579,0.121062003,2.40467,98.02582264,77.45783709,64.6274078,802.0445568,-2.185659885,803781.2663,807697.6896,2.185659885
2,1,96,11.75580025,16.69979286,284.0360107,7722,1.985640049,5.125050068,409.1825919,3372.039607,8821.285665,1265.528865,-2.627710104,823472.521,813505.5651,2.627710104
3,3,42,29.91880035,54.7624855,127.875,7452,1.05685997,2.162019968,137.5290942,2.790099495,3511.378863,641.3295591,-5.855639935,822102.0374,821105.8009,5.855639935
2,1,151,23.18359947,40.18338013,315,6851,0.41484499,2.110879898,63.74452896,249.7191597,3677.509311,1058.326779,-6.685689926,822659.1717,820940.5022,6.685689926
2,3,25,28.52750015,7.832335472,158.1990051,7571,0.653280973,1.872449994,331.3468726,874.6575984,2217.281734,498.329997,-3.114480019,844411.1542,838719.3641,3.114480019
3,3,145,6.438960075,67.590271,333.4349976,4645,1.507240057,5.870520115,35.24392127,328.2453624,1911.425382,462.510026,-3.415970087,838773.8513,830308.9179,3.415970087
2,3,64,32.55590057,23.32194328,161.5650024,7301,1.160719991,2.058160067,58.52068368,429.2974151,8905.685427,249.7896423,-3.963819981,831113.6823,842502.8897,3.963819981
2,1,251,8.12403965,37.53419495,45,7194,1.049070001,4.942399979,18.12762704,1.484001293,597.5880285,1093.625732,-12.02369976,818271.0393,828628.4965,12.02369976
1,3,27,8.371870041,28.35421562,120.9639969,8395,1.302680016,5.135069847,54.37864239,40.81183986,3.475959674,550.5844777,-4.790989876,805380.5269,808368.6412,4.790989876
2,3,160,37.67110062,36.06239319,191.3099976,7283,1.004199982,1.521530032,54.93503256,50.92605081,17.31029226,640.7408011,-3.665899992,833634.3166,812868.0223,3.665899992
2,1,77,32.87770081,30.73626137,141.3399963,6552,1.173069954,2.045809984,234.3121763,609.6509887,5319.970441,1850.265662,-5.78178978,853474.4657,823453.0793,5.78178978
2,3,42,20.17749977,66.69851685,74.05460358,7646,1.994650006,3.996809959,26.31229565,1017.921198,753.0529145,2438.737566,-2.007780075,839193.0834,808547.3514,2.007780075
2,1,68,29.77619934,13.48510551,138.576004,7824,0.70451498,1.821210027,401.4091713,3267.626421,8675.457864,1246.483367,-2.86303997,823334.9374,813442.065,2.86303997
2,2,48,0.000001,4.172320366,-1,5109,1,2.2,17.1230092,200.255067,1029.481665,915.9461483,-5.466110229,837397.8761,822679.3854,5.466110229
2,3,107,22.59830093,22.50750732,165.9640045,7721,1.426059961,3.17911005,159.8386919,154.2932264,5972.886878,174.0648183,-4.188720226,838560.0362,843966.1238,4.188720226
1,3,44,5.763879776,48.79131317,90,3084,0.414815992,5.001289845,5.994884804,1795.976595,4311.073756,3452.581452,-1.144829988,844409.4269,819337.7643,1.144829988
2,3,82,53.29930115,63.33050919,196.3899994,4709,1.90328002,1.315600038,3.618486136,718.6216985,1413.652733,1885.662822,-3.852269888,839765.6382,822577.0008,3.852269888
3,1,92,24.29750061,9.456363678,206.5650024,5978,3.175649881,4.766170025,46.27491828,451.9994525,1611.274648,770.958773,-6.359109879,825618.4473,834841.2847,6.359109879
3,3,110,44.01649857,62.53254318,139.2359924,7408,1.228530049,1.297199965,23.73995525,362.6039229,158.6346767,581.0078531,-7.487579823,837235.9829,812278.7101,7.487579823
2,3,89,29.18729973,21.94001389,161.5650024,6693,1.027099967,2.19178009,61.80435859,128.0202857,4755.147069,2492.512682,-3.937680006,818597.02,809088.468,3.937680006
2,3,109,26.78109932,13.23775673,233.1300049,7337,0.579117,1.946609974,43.84942157,26.90645215,2839.827404,75.29992002,-4.934249878,842607.7506,841221.2691,4.934249878
2,3,80,23.25620079,58.18221283,183.3659973,5851,1.458060026,3.147109985,225.0112429,202.1542666,4486.943047,23.59015767,-7.443359852,813773.8342,832458.7135,7.443359852
2,3,7,6.111320019,11.06058121,45,2206,-0.624844015,3.843719959,16.10452551,3.59482549,1968.80888,548.7393098,-8.668569565,822657.5842,822655.0056,8.668569565
2,3,340,33.34880066,24.13236809,212.470993,7330,1.943070054,2.779880047,29.83538709,290.4030561,368.1308498,407.8469959,-2.42147994,835847.186,814011.1659,2.42147994
3,3,129,35.3166008,30.47582626,184.0859985,7927,2.86413002,3.553420067,22.77445795,2804.475287,4619.406913,423.850203,-5.74654007,834179.003,807614.0194,5.74654007
2,3,125,30.47990036,47.48765945,210.9640045,7601,0.732810974,1.792919993,94.96885977,163.9195137,2681.22043,126.6387384,-4.886879921,837206.7716,828974.563,4.886879921
2,1,21,32.87620163,68.23595428,231.3399963,8235,1.173009992,2.045870066,64.92223755,31.99048911,4175.737935,585.236176,-4.466660023,822387.7086,820435.6762,4.466660023
3,1,199,23.18359947,61.13249207,225,6201,0.41484499,2.110879898,38.54916138,517.881526,2040.222203,244.6623328,-4.184130192,838730.4607,830556.2173,4.184130192
3,3,37,44.47700119,61.63716125,244.0930023,8200,1.591179967,1.627699971,838.0553014,1068.514292,1981.305077,930.48821,-3.59243989,801731.0941,810554.4016,3.59243989
1,3,48,28.16390038,39.19890594,261.8699951,6533,3.064110041,4.313650131,55.84368372,344.8744124,116.7814388,1189.820161,-7.78455019,804136.3378,807357.9639,7.78455019
2,1,47,18.60960007,48.03703308,192.9949951,5151,0.520945013,2.697930098,16.86825911,1044.303838,1294.991346,1639.660005,-5.631939888,845728.5835,827186.3223,5.631939888
2,3,98,23.82060051,32.65677643,239.0359955,7067,0.791821003,2.427050114,67.84836655,14.48579014,2067.54519,1563.782862,-5.150000095,849694.8638,835414.9752,5.150000095
2,3,61,7.332349777,68.81243134,78.69010162,6382,0.945281982,5.046179771,19.33003162,1576.957853,3349.464009,2196.630057,-4.042719841,845911.787,820972.0841,4.042719841
3,1,15,20.43499947,52.90779495,208.3009949,6229,0.275593996,2.250129938,11.62634264,1652.815986,5029.376307,450.252043,-2.535229921,817964.7925,819941.1028,2.535229921
2,3,185,30.34230042,40.65603256,97.43139648,5467,1.073879957,2.144989967,240.5558274,747.0687564,580.4101522,508.3991177,-4.321020126,819075.4557,831271.1308,4.321020126
3,3,54,31.41930008,61.80757904,141.7100067,7295,0.769982994,1.755749941,38.60291828,460.6458079,189.5431369,2354.116824,-3.202889919,839782.5193,809092.8419,3.202889919
2,3,61,16.05190086,34.07365036,127.875,7583,0.0171187,2.50861001,140.4391977,254.0955285,71.44478146,449.6263235,-3.088840008,812338.0242,810610.3544,3.088840008
2,1,304,51.50320053,52.54037094,280.4079895,6934,1.838420033,1.380460024,42.35180353,989.2606545,322.1901714,1038.443691,-2.664730072,832876.1709,824731.0217,2.664730072
1,3,35,20.17740059,9.779156685,105.9449997,8249,0.608352005,2.610519886,55.40444814,65.60408656,56.2275563,511.0273067,-6.359710217,805344.0144,808268.6285,6.359710217
3,3,57,31.28879929,52.35699081,85.23639679,7923,1.804579973,2.800590038,19.61852343,350.4474752,1625.0781,681.132722,-2.769249916,838984.7752,829503.7308,2.769249916
2,3,82,19.36689949,22.81254768,158.9620056,6087,0.563908994,2.654969931,134.5533072,949.4526738,8693.935582,105.1963884,-3.382119894,828694.8728,842384.9089,3.382119894
2,1,88,33.95669937,13.32808113,102.9950027,7007,0.867461026,1.658270001,153.5771234,309.1139965,5053.169874,1335.897984,-7.54200983,853940.1333,824035.1638,7.54200983
2,2,197,2.044130087,41.76953888,45,6987,-1.723389983,4.942269802,50.38907079,510.6504698,6113.5545,240.6226795,-3.195739985,819541.7829,816531.0048,3.195739985
2,3,59,8.609669685,23.08076859,0.000001,7793,-0.278335989,3.497210026,101.7838263,364.1830814,282.0712254,1218.1646,-2.713469982,809171.4845,809484.2855,2.713469982
3,1,254,29.43619919,26.60680962,169.6950073,6990,1.037279963,2.181600094,46.45249581,120.9254799,1.960277864,388.4344601,-4.306230068,836743.8955,813138.4411,4.306230068
2,2,40,2.04411006,27.87469864,135,3777,2.265579939,8.931260109,12.55870705,124.3232982,694.9911056,391.1426095,-10.48890018,823960.4615,825463.1391,10.48890018
1,1,70,2.044150114,38.45721436,135,4165,-0.624768019,6.04087019,26.99690291,696.3014842,693.365659,1694.266661,-5.98266983,845268.869,826782.8319,5.98266983
3,3,357,30.89049911,22.80389214,117.6460037,8046,2.828579903,3.856029987,38.36948831,494.7322279,40.00529802,345.9447066,-7.416920185,838804.1356,812504.4799,7.416920185
2,3,54,47.99520111,67.73583221,270,7579,1.714179993,1.504699945,32.26826264,109.4147461,1376.816377,908.5742393,-3.707309961,831511.4278,814121.2644,3.707309961
3,3,211,23.81879997,49.04029465,210.9640045,4559,0.791734993,2.427139997,74.16501156,718.3418763,1939.972264,837.8607792,-6.460269928,842116.2931,821160.935,6.460269928
3,3,61,42.4510994,70.08401489,155.5559998,6702,1.520349979,1.698529959,7.919470621,1858.409611,3634.32754,2187.860274,-3.636130095,845909.2771,820631.3587,3.636130095
2,3,378,35.85570145,9.653038979,167.9049988,6160,1.284680009,1.934200048,25.80854305,281.5205437,2541.335674,897.4249407,-5.7333498,826820.7193,835342.8167,5.7333498
2,3,171,24.89049911,32.01747131,135,6797,1.18809998,2.723920107,138.3237693,145.5385134,4304.94412,1147.183127,-6.030119896,853625.8043,824728.7893,6.030119896
1,3,84,39.37900162,65.99951935,225,6899,1.411960006,1.806920052,13.53315557,615.5376088,3441.315706,2000.837038,-4.157380104,816368.1656,808711.7006,4.157380104
1,1,101,39.38249969,26.46275902,315,6553,1.065510035,1.460219979,49.161576,36.92216077,16.4280778,1442.908744,-3.977649927,820893.0699,824996.4097,3.977649927
2,3,65,6.111229897,16.20122719,225,5078,-0.624858022,3.843729973,5.644729027,124.2900364,108.0425215,266.4585588,-3.72213006,834434.8142,812283.5469,3.72213006
2,3,151,33.69169998,28.09537506,119.4759979,7155,0.857460022,1.668269992,28.52150241,1015.219153,3137.677424,2426.841718,-3.088340044,843356.3373,820167.0732,3.088340044
3,3,88,30.88920021,35.72311401,117.6460037,6495,0.749087989,1.776640058,207.123355,658.5032072,5323.719318,2362.558413,-3.854599953,819625.0165,809827.7506,3.854599953
2,2,210,5.764570236,8.204176903,90,7348,-0.683676004,3.902549982,151.1573314,297.0864516,5784.261388,6.9458348,-2.32633996,819308.9491,816283.3543,2.32633996
2,2,271,27.06679916,56.79621506,69.77510071,7153,0.938040972,2.280829906,26.25740077,178.1246155,15.6706556,148.6751956,-3.010260105,806984.7646,812629.7403,3.010260105
1,3,93,29.43790054,10.30389404,243.4349976,7005,1.037340045,2.181529999,118.4831213,208.4581109,3957.03564,381.0178764,-6.276780128,816265.6301,816805.05,6.276780128
3,3,227,39.69520187,10.46711922,109.5370026,6408,1.076619983,1.449110031,60.31051717,234.9825477,2898.089271,271.9125329,-5.971849918,837233.23,829191.5218,5.971849918
2,3,57,17.70319939,34.77457428,251.5650024,8323,0.120935,2.404789925,691.2473527,944.6720782,1891.758785,825.8564136,-5.583710194,801847.511,810440.6305,5.583710194
2,3,91,28.16209984,26.28964424,315,7567,0.638019025,1.887709975,33.28749165,18.31739313,60.8374165,1054.513578,-6.352590084,832661.7326,813004.6543,6.352590084
3,3,31,37.37229919,25.93605995,262.4049988,7214,1.339980006,1.878900051,57.65035438,71.56520089,1946.303904,573.2200115,-9.638500214,822725.8468,822686.7557,9.638500214
2,3,58,26.6060009,19.88695145,319.0859985,7371,2.527509928,3.910239935,373.4794019,447.1098916,1471.526867,940.9629089,-8.427430153,801664.9482,809308.2116,8.427430153
2,3,7,0.000001,62.96576309,-1,5133,1,2.2,21.32817567,348.0295765,2073.800728,1722.520641,-4.775929928,839519.385,816803.4952,4.775929928
3,3,134,19.6420002,10.62000847,171.8699951,7559,0.579164982,2.639709949,244.9019712,399.3690742,7517.534592,1300.378755,-4.78910017,830428.5268,805411.3587,4.78910017
2,3,90,33.69449997,32.28142548,60.52410126,5921,1.204139948,2.014729977,17.63417382,1108.957903,1249.554469,485.6175448,-15.88529968,819810.7784,835631.5427,15.88529968
2,3,58,28.16150093,11.81669331,188.1300049,6950,0.637991011,1.887740016,1038.391328,2310.318967,5082.984474,255.1669741,-4.344679832,848368.6887,821078.5634,4.344679832
2,3,33,28.37479973,48.76532364,142.5950012,6384,0.646919012,1.878810048,33.27953553,1122.147563,7003.161573,4278.299663,-2.429029942,820723.4241,808249.5449,2.429029942
2,2,54,27.94919968,47.94461823,267.2739868,7286,0.975642025,2.243230104,16.48798001,405.7528677,3532.970908,878.0567246,-7.630559921,817897.9895,813955.6999,7.630559921
1,1,185,29.91880035,4.839312077,232.125,6451,2.443150043,3.548310041,47.07243504,257.0102809,3468.966544,1133.693105,-2.557709932,822643.2966,821148.4651,2.557709932
2,3,352,28.63159943,49.71915054,303.6900024,7375,1.004179955,2.21468997,20.6991245,194.0784202,11.60474588,248.1404273,-6.968820095,838270.5058,811805.1049,6.968820095
2,2,33,51.72610092,33.45328903,192.6529999,7517,1.846410036,1.372460008,44.05273378,119.1147722,3730.431782,174.4793093,-2.313410044,817636.779,815078.9686,2.313410044
1,1,231,35.52149963,38.8027916,225,6995,1.272369981,1.946509957,41.86349488,394.0390861,1289.029046,432.0074922,-2.24000001,840822.3615,827583.0459,2.24000001
2,2,8,8.371419907,47.89652252,239.0359955,6735,-0.306813985,3.525690079,9.869093932,27.82038005,3668.168885,201.7940077,-2.579430103,817617.729,814985.8351,2.579430103
2,1,287,40.58190155,20.2638855,225,7327,1.108029962,1.417700052,48.19989189,316.5529943,75.60356734,839.722983,-5.334390163,835969.42,813303.9725,5.334390163
1,3,10,36.31420135,65.42733002,105.9449997,7182,1.301489949,1.917379975,23.67891069,238.9297293,6603.006802,668.7649256,-2.713010073,819435.9493,817519.4902,2.713010073
2,3,25,38.16460037,60.07008743,185.5279999,6705,1.368540049,1.850329995,13.25641224,699.0342247,6864.520007,3814.970593,-5.220389843,820901.2244,808893.0129,5.220389843
2,2,190,35.14379883,53.02690125,104.5339966,7677,1.258399963,1.960479975,13.76095766,448.9028169,6082.963748,208.1939517,-3.104340076,819546.0162,816467.5047,3.104340076
2,2,36,38.16719818,52.75080109,42.3973999,7067,1.022060037,1.503669977,32.41805572,506.3985025,3654.278612,960.2729721,-0.67256403,818024.196,813961.2561,0.67256403
2,1,91,29.77490044,14.79660511,311.4240112,7584,0.704465985,1.821259975,205.9232032,921.0424134,4155.440115,759.3050478,-2.620729923,819242.9442,820383.487,2.620729923
2,3,42,30.71080017,54.38763809,167.7350006,6031,1.088580012,2.130290031,42.01128257,315.3774413,5624.564532,488.5886243,-2.953840017,814223.6267,833854.3934,2.953840017
2,1,156,24.56139946,67.13603973,263.6600037,6438,0.826409996,2.392469883,113.0137384,454.1803238,316.1825987,857.3621829,-6.797249794,807909.1549,809440.2058,6.797249794
3,3,151,31.24530029,15.78780651,163.0720062,6493,0.763149023,1.762580037,39.71972065,503.2248816,10.88546805,599.2063846,-2.979880095,813246.076,811194.5556,2.979880095
2,3,43,47.71440125,48.32857895,211.8659973,7438,1.704329967,1.514549971,4.19446142,169.5762542,6520.967264,676.5849216,-3.921129942,819402.0826,817430.59,3.921129942
2,3,95,32.71580124,57.67086411,225,7635,1.166859984,2.052020073,61.73236356,38.46108947,2983.139762,1.593304792,-4.106050014,837540.1473,829260.3136,4.106050014
2,2,117,35.82170105,11.75202084,126.4690018,8002,2.382040024,3.034060001,1534.478291,2066.8642,5046.901431,6174.876739,-2.831890106,844303.893,804998.1049,2.831890106
2,1,29,23.54159927,36.02120972,190.0079956,7835,0.77858001,2.440299988,112.7746013,74.65079742,276.0738032,1489.681788,-5.002910137,844529.3756,826080.1176,5.002910137
1,3,152,2.889280081,18.41142082,90,3309,1,2.2,15.3436585,1217.326289,3579.807293,2923.126096,-6.820030212,843729.0095,819837.8156,6.820030212
3,3,111,20.00049973,33.10656357,146.3099976,7899,2.208220005,4.229529858,135.3402159,503.6984534,6316.606381,4935.971324,-5.362349987,817238.1843,805883.4597,5.362349987
2,3,19,17.70339966,14.41662121,288.4349976,7316,0.120944001,2.404789925,109.5508752,43.23395701,4116.736682,653.9342548,-3.049360037,822435.3337,820494.4138,3.049360037
3,1,56,28.52709961,36.09034348,248.1990051,6701,0.999840021,2.219039917,202.3870327,375.3140305,580.0979378,1102.637298,-5.621500015,807991.7051,809108.4177,5.621500015
3,3,207,24.9552002,63.37772369,319.3989868,6467,0.844483972,2.374389887,124.6137733,324.5394874,25.66519135,1084.312122,-4.325669765,821252.9039,824885.2845,4.325669765
3,3,191,24.95610046,32.12953186,49.39870071,6420,3.899149895,5.42896986,48.76480954,235.5460143,6261.439189,152.1393649,-3.848040104,818906.7816,817610.507,3.848040104
2,2,84,35.82160187,16.95791054,216.4689941,6294,0.936852992,1.588879943,1469.161497,1918.329377,5144.415313,5731.279208,-3.905679941,843889.0255,804809.7212,3.905679941
3,3,98,14.02610016,12.95740986,45,7349,3.243109941,6.017210007,33.84000904,988.1172014,3587.285446,1854.807631,-4.543310165,830617.7043,809607.6588,4.543310165
2,2,119,10.11859989,16.49376106,45,6491,0.638100982,4.084849834,27.09689261,352.0631781,2079.625265,4799.267277,-2.863349915,843294.8489,807819.3621,2.863349915
1,3,37,25.46389961,3.062196255,57.99459839,8141,0.520950973,2.004780054,88.62300249,29.63616898,69.32380967,539.3493607,-3.990859985,805340.8393,808307.5223,3.990859985
3,3,50,27.06710052,49.60749054,339.7749939,3436,0.59148097,1.934249997,93.74946981,122.4726246,4689.698074,202.6543973,-8.1167202,813588.6255,832591.0055,8.1167202
2,3,49,23.3295002,16.22271538,290.5559998,4882,0.421862006,2.103869915,27.85067921,240.4585099,4871.384467,1648.195079,-3.285979986,846034.964,817861.011,3.285979986
3,3,28,35.55179977,15.43658352,222.1380005,7123,0.92691201,1.598819971,114.7597367,77.59472124,4077.066149,682.2032144,-3.962519884,822446.4462,820534.1014,3.962519884
2,3,193,21.51329994,48.32783508,309.8059998,7523,1.025060058,2.88696003,44.0711229,64.45698153,656.2632072,1265.986276,-7.711380005,817242.6933,828526.9831,7.711380005
3,3,74,24.29579926,59.56980515,333.4349976,7257,2.2003901,3.791069984,2.513948734,1180.56852,1104.953766,626.3466228,-2.545840025,833485.964,811366.0758,2.545840025
1,3,67,39.4090004,33.86909866,227.4900055,7619,1.06645,1.459280014,71.66498138,125.9348728,2500.321697,114.2818457,-6.515379906,812293.5648,815432.5212,6.515379906
3,3,170,36.0542984,10.61022282,56.30989838,5563,2.891309977,3.52624011,78.6374811,262.5586873,6291.347449,162.0973607,-5.130000114,818927.9483,817631.6737,5.130000114
2,3,79,41.06760025,57.79006958,79.99199677,8046,1.471740007,1.74714005,23.67976151,812.4905439,5389.491845,148.6222245,-5.450190067,847910.2018,817053.7685,5.450190067
3,3,257,29.77409935,32.25831604,41.42369843,6690,0.704433024,1.82130003,84.43860135,720.4818426,2156.690224,595.4066593,-7.230949879,836185.4779,828180.8115,7.230949879
2,1,235,20.77739906,48.61397552,356.1860046,7454,0.640308022,2.578569889,34.92895845,383.5368915,678.6413492,366.9988815,-3.419850111,833150.0152,826461.4001,3.419850111
1,1,103,15.9357996,34.93729019,315,8041,3.128629923,5.635419846,2922.83617,4719.696278,7391.998943,311.6473798,-6.264920235,825832.6928,816104.8546,6.264920235
2,3,45,29.91769981,14.58019447,105.2549973,7976,0.71023798,1.815490007,15.39773409,1240.927708,6342.35574,377.3283778,-9.313400269,847861.3739,818689.556,9.313400269
3,3,74,30.89179993,8.394774437,27.64599991,7474,1.095759988,2.123110056,147.9263304,933.0397765,5254.995121,573.7089535,-2.582999945,815437.4052,834552.2334,2.582999945
3,3,24,22.14360046,51.85222626,330.2550049,6054,0.710361004,2.508510113,55.7468118,855.9912425,976.1155538,197.1514041,-3.525079966,819904.6454,834996.1485,3.525079966
2,3,93,41.83110046,54.25219345,130.4259949,7506,1.152019978,1.373700023,66.62808671,353.3040043,11.34132973,1675.147251,-3.24406004,843936.7016,812402.866,3.24406004
1,3,98,12.24740028,37.91348648,215.5379944,7641,2.133249998,5.188270092,26.45101026,629.0055625,3385.679643,1942.627375,-3.066960096,816357.5822,808770.9674,3.066960096
2,1,31,28.52980042,39.68026733,248.1990051,5417,0.999948978,2.218930006,186.998564,170.0996717,3032.681753,2014.847413,-3.716039896,849870.5336,824671.2322,3.716039896
2,3,70,45.64070129,52.11323166,285.7510071,2150,1.63180995,1.587069988,6.260442252,659.3422008,1486.442319,2048.225466,-8.835049629,839627.3535,822665.376,8.835049629
2,3,7,31.42270088,61.16986847,218.2899933,7624,0.770117998,1.755609989,195.8974598,231.7419504,2442.390301,1193.127437,-5.92222023,849317.8318,835600.1839,5.92222023
2,2,50,17.80719948,25.15530205,225,6818,3.518280029,5.78963995,98.3376154,537.6529292,7589.661624,7281.344891,-10.21640015,845871.2647,802843.32,10.21640015
2,3,83,11.4151001,6.847376347,90,7542,2.953939915,6.153810024,1076.568496,968.7891762,1193.486313,726.5358054,-2.745510101,810714.5376,808411.1334,2.745510101
2,3,49,60.48519897,50.58174133,216.8699951,5468,1.831830025,0.693903029,0.807551026,292.0038547,4278.192896,1232.006154,-1.624770045,835804.899,819077.6575,1.624770045
3,3,55,29.43549919,15.01535988,100.3050003,6381,1.037250042,2.181629896,209.4218284,238.0704762,6466.70007,1177.481796,-12.80669975,809745.5449,830758.7622,12.80669975
1,3,102,28.52689934,19.75904274,248.1990051,6743,0.999831021,2.219049931,224.3799058,152.529105,760.0413845,631.0484478,-8.221949577,802183.5326,808620.2935,8.221949577
2,2,102,21.43390083,73.80321503,225,4210,0.327845991,2.19788003,28.90626106,642.3413893,1941.31135,564.608827,-0.69749099,839336.1455,831205.0576,0.69749099
3,1,151,37.55149841,30.97603035,246.8009949,7744,1.346459985,1.872419953,108.2280673,262.0141607,2306.54982,1928.796543,-11.36830044,843418.3643,821085.7962,11.36830044
1,3,137,35.24399948,28.8429184,90,7224,2.648400068,3.343060017,29.93479634,140.1314753,72.74614532,1561.937616,-3.325520039,839014.1677,809511.9427,3.325520039
2,1,152,23.32920074,25.94118881,159.4440002,7686,0.768423021,2.450449944,67.65786116,149.895198,38.73602429,1162.61641,-3.75,844070.3834,826781.5724,3.75
3,2,274,25.14509964,32.36785889,143.7460022,4645,0.506554008,2.019170046,14.81400162,385.1228101,5030.535966,691.6440906,-9.083439827,810777.4219,828926.519,9.083439827
2,1,160,27.95089912,24.79722404,177.2740021,6873,2.074320078,3.341779947,184.6947954,541.3272392,3181.12871,662.9208708,-6.023169994,854278.8006,827358.3371,6.023169994
2,1,181,34.57630157,27.41156006,246.2510071,6419,0.890704989,1.635020018,95.45015413,275.2391162,299.0579482,1247.339886,-8.131679535,841856.3077,829301.4306,8.131679535
2,3,96,31.93689919,20.24723434,111.3710022,7878,1.13677001,2.082099915,34.7822014,2706.281853,4721.771009,434.5757356,-3.128520012,834099.6279,807518.7692,3.128520012
1,3,146,22.59609985,24.26155472,104.0360031,7425,0.732801974,2.486069918,50.36808471,195.0801859,1188.45105,336.4690629,-6.849629879,852484.922,828510.5998,6.849629879
2,1,89,27.78899956,28.93439293,106.6989975,7109,2.760629892,4.041759968,264.4578723,1436.377054,4316.338609,686.2208779,-3.65447998,855665.2201,827003.7947,3.65447998
1,3,94,24.95499992,27.72103691,77.47119904,7116,1.537619948,3.067549944,21.45692559,1201.79598,7134.699449,1000.215627,-2.641380072,833051.8758,805247.3167,2.641380072
